species_id,provider_id,botanical_name,supplier_status,product_url,source_id,review_status,notes
BCNPPD-0143,PROV-SATIN,Small-flowered fiddleneck,available,https://satinflower.ca/products/amsinckia-menziesii-small-flowered-fiddleneck,SRC-0125,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0144,PROV-SATIN,Small-flowered lupine,available,https://satinflower.ca/products/lupinus-polycarpus-small-flowered-lupine,SRC-0126,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0145,PROV-SATIN,Small-flowered nemophila,available,https://satinflower.ca/products/nemophila-parviflora,SRC-0127,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0146,PROV-SATIN,Soft-stemmed bulrush,available,https://satinflower.ca/products/schoenoplectus-tabernaemontani,SRC-0128,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0147,PROV-SATIN,Spike bentgrass,available,https://satinflower.ca/products/agrostis-exarata-spike-bentgrass,SRC-0129,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0148,PROV-SATIN,Spring gold,unavailable,https://satinflower.ca/products/lomatium-utriculatum,SRC-0130,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0149,PROV-SATIN,Stachys chamissonis var cooleyae,available,https://satinflower.ca/products/stachys-chamissonis,SRC-0131,pending_review,Taxonomy review recommended before approval.
BCNPPD-0150,PROV-SATIN,Sticky cinquefoil,available,https://satinflower.ca/products/drymocallis-glandulosa,SRC-0132,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0151,PROV-SATIN,Stinging nettle,available,https://satinflower.ca/products/urtica-dioica,SRC-0133,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0152,PROV-SATIN,Straight-beaked buttercup,available,https://satinflower.ca/products/ranunculus-orthorhynchus,SRC-0134,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0153,PROV-SATIN,Thick-headed sedge,available,https://satinflower.ca/products/carex-pachystachya,SRC-0136,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0154,PROV-SATIN,Tomcat clover,unavailable,https://satinflower.ca/products/trifolium-wildenowii,SRC-0137,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0155,PROV-SATIN,Tower mustard,available,https://satinflower.ca/products/turritis-glabra,SRC-0138,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0156,PROV-NWM,Triteleia hyacinthina,available,https://northwestmeadowscapes.com/products/wild-hyacinth-bulbs-triteleria-hyacinthiana-20-count,SRC-0201,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0156,PROV-NWM,Triteleia hyacinthina,available,https://northwestmeadowscapes.com/products/wild-hyacinth-seeds-triteleia-hyacinthina,SRC-0202,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0156,PROV-SATIN,Triteleia hyacinthina,available,https://satinflower.ca/products/triteleia-hyacinthina,SRC-0139,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0157,PROV-SATIN,Tufted hairgrass,available,https://satinflower.ca/products/deschampsia-cespitosa,SRC-0140,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0158,PROV-SATIN,Vari-leaved collomia,available,https://satinflower.ca/products/collomia-heterophylla,SRC-0141,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0159,PROV-SATIN,Western buttercup,available,https://satinflower.ca/products/ranunculus-occidentalis,SRC-0142,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0160,PROV-SATIN,Western fescue,available,https://satinflower.ca/products/festuca-occidentalis,SRC-0143,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0161,PROV-SATIN,Western rush,available,https://satinflower.ca/products/juncus-occidentalis,SRC-0144,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0162,PROV-SATIN,Western yellow cress,available,https://satinflower.ca/products/roripa-curvisiliqua,SRC-0145,pending_review,Taxonomy review recommended before approval.
BCNPPD-0163,PROV-SATIN,White fawn lily,unavailable,https://satinflower.ca/products/erythronium-oregonum,SRC-0146,pending_review,Taxonomy review recommended before approval.
BCNPPD-0164,PROV-SATIN,Woolly sunflower,available,https://satinflower.ca/products/eriophyllum-lanatum,SRC-0147,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0165,PROV-SATIN,Yellow monkey-flower,available,https://satinflower.ca/products/erythranthe-guttata,SRC-0148,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0166,PROV-SATIN,Yellow-eyed grass,available,https://satinflower.ca/products/sisyrinchium-californicum,SRC-0149,pending_review,Draft supplier row; approve only with the species decision.
BCNPPD-0167,PROV-NWM,Monardella odoratissima,available,https://northwestmeadowscapes.com/products/mountain-coyote-mint-seeds,SRC-0150,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0168,PROV-NWM,Pycnanthemum californicum,available,https://northwestmeadowscapes.com/products/california-mountain-mint-seeds-pycnanthemum-californicum,SRC-0151,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0169,PROV-NWM,Inula helenium,available,https://northwestmeadowscapes.com/products/elecampane-seeds-inula-helenium,SRC-0152,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0170,PROV-NWM,Geum triflorum,available,https://northwestmeadowscapes.com/products/prairie-smoke-seed-geum-triflorum,SRC-0153,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0170,PROV-OAKSUMMIT,Geum triflorum,available,https://oaksummitnursery.ca/products/prairie-smoke-seeds-geum-triflorum-perennial-zone-3,SRC-0428,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0171,PROV-NWM,Lilium washingtonianum,available,https://northwestmeadowscapes.com/products/washington-lily,SRC-0154,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0172,PROV-NWM,Ranunculus orthorhynchus,available,https://northwestmeadowscapes.com/products/straightbeaked-buttercup,SRC-0155,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0173,PROV-NWM,Allium schoenoprasum,available,https://northwestmeadowscapes.com/products/skagit-bay-chives-seed-allium-schoenoprasum,SRC-0156,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0173,PROV-OAKSUMMIT,Allium schoenoprasum,unavailable,https://oaksummitnursery.ca/products/wild-chives-allium-schoenoprasum-100-seeds,SRC-0437,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0174,PROV-NWM,Paeonia brownii,unavailable,https://northwestmeadowscapes.com/products/western-peony,SRC-0157,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0175,PROV-NWM,Golden honey plant,available,https://northwestmeadowscapes.com/products/wingstem-1,SRC-0158,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0176,PROV-NWM,Carex feta,available,https://northwestmeadowscapes.com/products/green-sheath-sedge-1,SRC-0159,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0177,PROV-NWM,Calochortus tolmiei,available,https://northwestmeadowscapes.com/products/tolmies-star-tulip-seeds,SRC-0160,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0178,PROV-NWM,Clarkia unguiculata,available,https://northwestmeadowscapes.com/products/elegant-clarkia-seeds-clarkia-unguiculata,SRC-0161,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0178,PROV-WCS,Clarkia unguiculata,mix_component,https://www.westcoastseeds.com/products/cut-flower-blend,SRC-0370,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0179,PROV-NWM,Crataegus douglasii,available,https://northwestmeadowscapes.com/products/douglas-hawthorn-seeds-crataegus-douglasii,SRC-0162,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0180,PROV-NWM,Blitum bonus-henricus,available,https://northwestmeadowscapes.com/products/good-king-henry-seeds-blitum-bonus-henricus,SRC-0163,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0181,PROV-NWM,Symphyotrichum laeve,available,https://northwestmeadowscapes.com/products/smooth-blue-aster,SRC-0164,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0181,PROV-WCS,Symphyotrichum laeve,mix_component,https://www.westcoastseeds.com/products/firewise-blend,SRC-0372,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0182,PROV-NWM,Sanicula bipinnatifida,available,https://northwestmeadowscapes.com/products/purple-sanicle-seeds-sanicula-bipinnatifida,SRC-0165,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0183,PROV-NWM,Eriogonum fasciculatum,available,https://northwestmeadowscapes.com/products/california-buckwheat-seeds,SRC-0166,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0184,PROV-NWM,Lupinus nanus,available,https://northwestmeadowscapes.com/products/sky-lupine-seeds-lupinus-nanus,SRC-0167,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0185,PROV-NWM,Erythronium multiscapideum,available,https://northwestmeadowscapes.com/products/sierra-fawn-lily-seeds-erythronium-multiscapideum,SRC-0168,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0186,PROV-NWM,Nassella pulchra,available,https://northwestmeadowscapes.com/products/purple-needlegrass-seeds-nassella-pulchra,SRC-0169,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0187,PROV-NWM,Geranium oreganum,available,https://northwestmeadowscapes.com/products/oregon-geranium-seeds-geranium-oreganum,SRC-0170,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0188,PROV-NWM,Lasthenia glabrata,available,https://northwestmeadowscapes.com/products/smooth-goldfields-seeds-lasthenia-glabrata,SRC-0171,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0189,PROV-NWM,Sisyrinchium bellum,available,https://northwestmeadowscapes.com/products/california-blue-eyed-grass-seeds-sisyrinchium-bellum,SRC-0172,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0190,PROV-NWM,Alopecurus aequalis,available,https://northwestmeadowscapes.com/products/short-awn-foxtail-seeds-alopecurus-aequalis,SRC-0173,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0191,PROV-NWM,Lupinus succulentus,available,https://northwestmeadowscapes.com/products/arroyo-lupine-seeds-lupinus-succulentus,SRC-0174,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0192,PROV-NWM,Asclepias eriocarpa,available,https://northwestmeadowscapes.com/products/woolly-pod-milkweed-seeds-asclepias-eriocarpa,SRC-0175,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0193,PROV-NWM,Calochortus albus,available,https://northwestmeadowscapes.com/products/white-fairy-lantern-seeds-calochortus-albus,SRC-0176,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0194,PROV-NWM,Carex macrocephala,available,https://northwestmeadowscapes.com/products/big-head-sedge-seeds-carex-macrocephala,SRC-0177,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0195,PROV-NWM,Petasites frigidus var frigidus,available,https://northwestmeadowscapes.com/products/arctic-butterbur-seeds-petasites-frigidus,SRC-0178,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0196,PROV-NWM,Liatris ligulistylis,available,https://northwestmeadowscapes.com/products/meadow-blazingstar-seeds-liatris-ligulistylis,SRC-0179,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0196,PROV-OAKSUMMIT,Liatris ligulistylis,available,https://oaksummitnursery.ca/products/meadow-blazingstar-seeds-liatris-ligulistylis-perennial-zone-3,SRC-0430,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0197,PROV-NWM,Eleocharis acicularis,available,https://northwestmeadowscapes.com/products/needle-spikerush-seeds-eleocharis-acicularis,SRC-0180,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0198,PROV-NWM,Micranthes oregana,available,https://northwestmeadowscapes.com/products/bog-saxifrage-seeds-micranthes-oregana,SRC-0181,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0199,PROV-NWM,Barbarea verna,available,https://northwestmeadowscapes.com/products/appalachian-wild-creasy-greens-seeds-barbarea-verna,SRC-0183,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0200,PROV-NWM,Lupinus stiversii,available,https://northwestmeadowscapes.com/products/harlequin-lupine-seeds-lupinus-stiversii,SRC-0184,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0201,PROV-NWM,Cirsium occidentale,available,https://northwestmeadowscapes.com/products/cobweb-thistle-seeds-cirsium-occidentale,SRC-0185,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0202,PROV-NWM,Rumex acetosa,available,https://northwestmeadowscapes.com/products/grande-oseille-seeds-rumex-acetosa,SRC-0186,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0203,PROV-NWM,Geranium viscosissimum,available,https://northwestmeadowscapes.com/products/sticky-purple-geranium-seeds-geranium-viscosissimum,SRC-0189,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0203,PROV-WCS,Geranium viscosissimum,mix_component,https://www.westcoastseeds.com/products/firewise-blend,SRC-0372,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0204,PROV-NWM,No peening required,available,https://northwestmeadowscapes.com/products/nordic-style-land-management-scythe-no-peening-required,SRC-0192,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0204,PROV-NWM,No peening required,available,https://northwestmeadowscapes.com/products/riparian-zone-and-wetland-restoration-scythe,SRC-0191,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0205,PROV-NWM,Lomatium triternatum,available,https://northwestmeadowscapes.com/products/nineleaf-biscuitroot-seeds-lomatium-triternatum,SRC-0193,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0206,PROV-NWM,Drymocallis arguta,available,https://northwestmeadowscapes.com/products/tall-cinquefoil-seeds-drymocallis-arguta,SRC-0194,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0207,PROV-NWM,Agoseris grandiflora,available,https://northwestmeadowscapes.com/products/grand-agoseris-seeds-agoseris-grandiflora,SRC-0195,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0208,PROV-NWM,Fritillaria camschatcensis,available,https://northwestmeadowscapes.com/products/kamchatka-lily-seeds-fritillaria-camschatcensis,SRC-0196,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0209,PROV-NWM,Heuchera cylindrica,available,https://northwestmeadowscapes.com/products/roundleaf-alumroot-seeds-heuchera-cylindrica,SRC-0197,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0210,PROV-NWM,Sidalcea oregana,available,https://northwestmeadowscapes.com/products/oregon-checkermallow-seeds-sidalcea-oregana,SRC-0198,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0211,PROV-NWM,Lupinus sericeus,available,https://northwestmeadowscapes.com/products/silky-lupine-seeds-lupinus-sericeus,SRC-0199,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0211,PROV-PREMIER,Lupinus sericeus,unknown,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0211,PROV-PREMIER,Lupinus sericeus,mix_component,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0211,PROV-PREMIER,Lupinus sericeus,mix_component,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0211,PROV-PREMIER,Lupinus sericeus,mix_component,https://premierpacificseeds.ca/products/wildflower-seed/,SRC-0380,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0212,PROV-NWM,Dalea ornata,available,https://northwestmeadowscapes.com/products/blue-mountain-prairie-clover-seeds-dalea-ornata,SRC-0200,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0213,PROV-NWM,Dichelostemma congesta,unavailable,https://northwestmeadowscapes.com/products/ookow-bulbs-dichelostemma-congesta-20-count,SRC-0203,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0214,PROV-NWM,Frittilaria affinis,unavailable,https://northwestmeadowscapes.com/products/checker-lily-bulbs-frittilaria-affinis-10-count,SRC-0204,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0215,PROV-NWM,Thymus pulegioides,available,https://northwestmeadowscapes.com/products/field-thyme-seeds-thymus-pulegioides,SRC-0205,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0216,PROV-NWM,Scirpus cyperinus,available,https://northwestmeadowscapes.com/products/woolgrass-seeds-scirpus-cyperinus,SRC-0206,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0217,PROV-NWM,Luzula macrantha,available,https://northwestmeadowscapes.com/products/prairie-woodrush-seeds-luzula-macrantha,SRC-0207,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0218,PROV-NWM,Lycopus americanus,available,https://northwestmeadowscapes.com/products/american-water-horehound-lycopus-americanus,SRC-0208,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0219,PROV-NWM,Cirsium altissimum,available,https://northwestmeadowscapes.com/products/tall-thistle-seeds-cirsium-altissimum,SRC-0209,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0220,PROV-NWM,Penstemon attenuatus,available,https://northwestmeadowscapes.com/products/taperleaf-penstemon-seeds-penstemon-attenuatus,SRC-0210,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0221,PROV-NWM,Lupinus albicaulis,available,https://northwestmeadowscapes.com/products/sicklekeel-lupine-seeds-lupinus-albicaulis,SRC-0211,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0222,PROV-NWM,Marah oreganus,available,https://northwestmeadowscapes.com/products/coastal-manroot-seeds-marah-oreganus-aka-the-blackberry-strangler,SRC-0212,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0223,PROV-NWM,Danthonia spicata,available,https://northwestmeadowscapes.com/products/poverty-oatgrass-seeds-danthonia-spicata,SRC-0213,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0224,PROV-NWM,Leymus mollis,available,https://northwestmeadowscapes.com/products/american-dunegrass-seeds-leymus-mollis,SRC-0214,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0225,PROV-NWM,Brodiaea coronaria,unavailable,https://northwestmeadowscapes.com/products/coming-soon-harvest-brodiaea-bulbs-brodiaea-coronaria-pre-order-for-fall-2025-10-ct,SRC-0215,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0225,PROV-NWM,Brodiaea coronaria,available,https://northwestmeadowscapes.com/products/harvest-brodiaea-seeds-brodiaea-coronaria,SRC-0216,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0226,PROV-NWM,Triteleia laxa,available,https://northwestmeadowscapes.com/products/coming-soon-ithuriel-s-spear-bulbs-triteleia-laxa-pre-order-for-fall-2025-10-ct,SRC-0217,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0227,PROV-NWM,Plantago maritima,available,https://northwestmeadowscapes.com/products/seaside-plantain-plantago-maritima,SRC-0218,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0228,PROV-NWM,Trifolium obtusiflorum,available,https://northwestmeadowscapes.com/products/creek-clover-seeds,SRC-0219,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0229,PROV-NWM,Castilleja exserta,available,https://northwestmeadowscapes.com/products/owls-clover-seeds,SRC-0220,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0230,PROV-NWM,Allium amplectens,available,https://northwestmeadowscapes.com/products/slim-leaf-onion,SRC-0221,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0230,PROV-NWM,Allium amplectens,available,https://northwestmeadowscapes.com/products/slimleaf-onion-bulbs-allium-amplectens,SRC-0222,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0231,PROV-NWM,Clarkia pulchella,available,https://northwestmeadowscapes.com/products/elkhorn-clarkia,SRC-0223,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0232,PROV-NWM,Hosackia pinnata,available,https://northwestmeadowscapes.com/products/bog-bird-s-foot-trefoil-seeds-hosackia-pinnata,SRC-0224,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0233,PROV-NWM,Viola praemorsa,available,https://northwestmeadowscapes.com/products/prairie-violet-seeds-viola-praemorsa,SRC-0225,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0234,PROV-NWM,Trifolium macrocephalum,unavailable,https://northwestmeadowscapes.com/products/large-headed-clover-seeds-trifolium-macrocephalum,SRC-0226,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0235,PROV-NWM,For all scythes,available,https://northwestmeadowscapes.com/products/course-grit-blaumarke-whetstone-for-all-scythes,SRC-0227,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0235,PROV-NWM,For all scythes,unavailable,https://northwestmeadowscapes.com/products/styria-austrian-whetstone-and-holder-for-meadow-light-brush-scythes,SRC-0228,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0236,PROV-NWM,Alisma triviale,available,https://northwestmeadowscapes.com/products/american-water-plantain,SRC-0229,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0237,PROV-NWM,Juncus ensifoliius,available,https://northwestmeadowscapes.com/products/daggerleaf-spikerush-seeds-juncus-densifoliius,SRC-0230,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0238,PROV-NWM,Eschscholzia califronica var maritima,unavailable,https://northwestmeadowscapes.com/products/california-poppy-large-pack,SRC-0231,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0239,PROV-NWM,Nasturtium officinale,available,https://northwestmeadowscapes.com/products/watercress-seeds-nasturtium-officinale,SRC-0232,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0240,PROV-NWM,Dodecatheon pulchellum,available,https://northwestmeadowscapes.com/products/prairie-shooting-star-seeds-dodecatheon-pulchellum,SRC-0233,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0241,PROV-NWM,Camassia leichtlinii ssp leichtlinii,available,https://northwestmeadowscapes.com/products/great-white-camas-seeds-camassia-leichtlinii-ssp-leichtlinii,SRC-0235,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0242,PROV-NWM,Lomatium columbianum,unavailable,https://northwestmeadowscapes.com/products/columbia-biscuitroot-seeds-lomatium-columbianum,SRC-0236,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0243,PROV-NWM,Orobanche uniflora,unavailable,https://northwestmeadowscapes.com/products/meadow-orobanche-seeds-orobanche-uniflora,SRC-0237,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0244,PROV-NWM,Heterotheca villosa,available,https://northwestmeadowscapes.com/products/golden-aster-seeds-heterotheca-villosa,SRC-0238,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0245,PROV-NWM,Hosackia crassifolia,available,https://northwestmeadowscapes.com/products/big-deervetch-seeds-hosackia-crassifolia,SRC-0239,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0246,PROV-NWM,Lewisia rediviva,available,https://northwestmeadowscapes.com/products/bitterroot-seeds-lewisia-rediviva-1,SRC-0240,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0247,PROV-NWM,Camassia leichtlinii,available,https://northwestmeadowscapes.com/products/great-camas-bulbs-camassia-leichtlinii-pre-order-now-for-fall-2024,SRC-0241,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0247,PROV-NWM,Camassia leichtlinii,available,https://northwestmeadowscapes.com/products/great-camas-seeds-camassia-leichtinii,SRC-0242,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0248,PROV-NWM,Festuca microstachys,available,https://northwestmeadowscapes.com/products/six-week-fescue-seed-festuca-microstachys,SRC-0245,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0249,PROV-NWM,Juncus tenuis,available,https://northwestmeadowscapes.com/products/path-rush-seeds-juncus-tenuis,SRC-0246,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0250,PROV-NWM,Vicia americana,available,https://northwestmeadowscapes.com/products/american-vetch-seeds-vicia-americana,SRC-0247,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0251,PROV-NWM,Lomatium dissectum,available,https://northwestmeadowscapes.com/products/fernleaf-biscuit-root-seeds-lomatium-dissectum,SRC-0248,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0251,PROV-PREMIER,Lomatium dissectum,mix_component,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0251,PROV-PREMIER,Lomatium dissectum,mix_component,https://premierpacificseeds.ca/products/reclamation-seed/,SRC-0379,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0251,PROV-PREMIER,Lomatium dissectum,mix_component,https://premierpacificseeds.ca/products/wildflower-seed/,SRC-0380,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0252,PROV-NWM,Fiber and food,available,https://northwestmeadowscapes.com/products/linore-flax-seeds-fiber-and-food,SRC-0249,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0253,PROV-NWM,Danthonia californica,available,https://northwestmeadowscapes.com/products/california-oatgrass-seeds-danthonia-californica,SRC-0250,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0253,PROV-PREMIER,Danthonia californica,unknown,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0254,PROV-NWM,Thymus serpyllum,unavailable,https://northwestmeadowscapes.com/products/wild-creeping-thyme-seeds-thymus-serpyllum,SRC-0251,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0255,PROV-NWM,For fine sharpening,available,https://northwestmeadowscapes.com/products/rozsutec-natural-slovakian-whetstone-and-holder-for-grass-lawn-scythes,SRC-0252,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0256,PROV-NWM,Nemophila menziesii,unavailable,https://northwestmeadowscapes.com/products/baby-blue-eyes-seeds-nemophila-menziesii-large-pack,SRC-0253,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0257,PROV-NWM,Festuca occidentalis,available,https://northwestmeadowscapes.com/products/western-fescue-seeds-festuca-occidentalis,SRC-0254,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0257,PROV-PREMIER,Festuca occidentalis,unknown,https://premierpacificseeds.ca/products/bc-native-species/,SRC-0378,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0258,PROV-NWM,Festuca ammobia,available,https://northwestmeadowscapes.com/products/sand-fescue-seeds-festuca-ammobia,SRC-0255,pending_review,Auto-approved supplier row via apply_provider_sandbox.
BCNPPD-0259,PROV-NWM,Agrostis pallens,available,https://northwestmeadowscapes.com/products/seashore-bentgrass-seeds-agrostis-pallens,SRC-0256,pending_review,Auto-approved supplier row via apply_provider_sandbox.
