approval_id,sandbox_table,provider_id,botanical_name,common_name,species_id,approval_status,target_action,attribute_name,attribute_value,evidence_confidence,source_url,supplier_status,product_url,mowability_score,reviewer,review_date,review_notes,candidate_status,vancouver_eligibility_status,product_category,candidate_reason,sandbox_review_status,sandbox_notes
PA-DRAFT-1714,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,description,"Shortspur Sea Blush is similar to Sea Blush, but this species has smaller, lighter-colored flowers. The two species often grow together. On the west coast of Vancouver Island, this is the more abundant of the two species.",Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1715,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,plant details habitat,"Meadows, rocky slopes, and woodlands",Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1716,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,plant details light,Full sun to part shade,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1717,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,plant details moisture,Dry to mesic,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1718,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,plant details height,10 – 60 cm,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1719,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,plant details flowering,April to June,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1720,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,plant details habit,Annual forb,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1721,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,plant details feature,"Attracts pollinators, butterfly host, deer-resistant, drought-tolerant",Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1722,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,plant details companion plants,"Common Camas , Great Camas , Small-flowered Blue-eyed-Mary , Prairie Woodrush , Fool's Onion , Western Buttercup , Sea Blush , Small-leaved Montia",Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1723,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,seed details seeds packet,~250,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1724,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,seed details seeds gram,~2105,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1725,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,seed details seeds square meter,600,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1726,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,seed details square meters gram,3.5,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1727,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,seed details cost gram,$8.00 (when purchased in bulk ; min $25 ),Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1728,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,seed details sowing time,Sow in fall or early spring for germination in the same season.,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1729,candidate_attributes.csv,PROV-SATIN,Shortspur sea blush,,,approved,add_species,seed details seeding info,Details coming soon,Pending review,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,https://satinflower.ca/products/plectritis-brachystemon-shortspur-sea-blush,,expert reviewer,2026-07-05,Taxonomy review recommended before approval.,,,,,,
PA-DRAFT-1730,candidate_species.csv,PROV-SATIN,Sidalcea hendersonii,Henderson's Checkermallow,,approved,add_species,,,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Draft species-level decision; export from the static app after expert review.,,,,,,
PA-DRAFT-1731,supplier_availability.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,,,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,available,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Draft supplier row; approve only with the species decision.,,,,,,
PA-DRAFT-1732,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,product title,Sidalcea hendersonii (Henderson's Checkermallow),Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1733,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,product type,plant,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1734,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,tags,"BLOOMTIME_Apr-Jun, BLOOMTIME_Jul-Sep, Estuary, FEATURE_attracts bees, FEATURE_attracts pollinators, FEATURE_butterfly host, FEATURE_butterfly-friendly, FEATURE_salt-tolerant, FORM_forb, HABIT_perennial, HABITAT_coastal/salty, HABITAT_meadow, HABITAT_wetland, HEIGHT_0.5 - 2 m, HEIGHT_up to 0.5 m, LIGHT_sun, SEED SOWING TIME_fall, SOIL_wet",Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1735,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,provider observation type,product_title,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1736,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,description,"Robust perennial of salt marshes with large pink-coloured flowers and large round leaves. Best grown in a garden setting in rich, moist to wet soils in full sun.",Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1737,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,plant details habitat,Saltmarshes,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1738,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,plant details light,Full sun,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1739,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,plant details moisture,Wet,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1740,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,plant details height,Up to 1 m,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1741,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,plant details flowering,June to July,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1742,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,plant details habit,Perennial forb,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1743,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,plant details feature,"Attracts bees, butterfly host, salt-tolerant",Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1744,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,plant details companion plants,"Common Silverweed , Lyngbye's Sedge , Tufted Hairgrass , Meadow Barley",Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1745,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,seed details seeds packet,~113,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1746,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,seed details seeds gram,~236,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1747,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,seed details seeds square meter,600,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1748,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,seed details square meters gram,0.4,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1749,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,seed details cost gram,$4.00 (when purchased in bulk ; min $25 ),Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1750,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,seed details sowing time,Sow in fall for spring germination. Cold stratification required.,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1751,candidate_attributes.csv,PROV-SATIN,Sidalcea hendersonii,,,approved,add_species,seed details seeding info,Details coming soon,Pending review,https://satinflower.ca/products/sidalcea-hendersonii,,https://satinflower.ca/products/sidalcea-hendersonii,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1752,candidate_species.csv,PROV-SATIN,Slender tarweed,Madia gracilis,,approved,add_species,,,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Draft species-level decision; export from the static app after expert review.,,,,,,
PA-DRAFT-1753,supplier_availability.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,,,Pending review,https://satinflower.ca/products/madia-gracilis,available,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Draft supplier row; approve only with the species decision.,,,,,,
PA-DRAFT-1754,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,product title,Madia gracilis (Slender Tarweed),Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1755,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,product type,plant,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1756,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,tags,"BLOOMTIME_Apr-Jun, FORM_forb, HABIT_annual, HABITAT_meadow, HABITAT_rocky, HEIGHT_0.5 - 2 m, HEIGHT_up to 0.5 m, LIGHT_sun, SOIL_dry",Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1757,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,provider observation type,product_title,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1758,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,description,"Part of the suite of annual plants that make their living on mossy rocks. In a garden setting, it can be long-blooming. Like other tarweeds, the seeds are tasty if roasted.",Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1759,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,plant details habitat,"Meadows, rocky slopes",Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1760,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,plant details light,Full sun,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1761,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,plant details moisture,Dry,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1762,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,plant details height,20 - 80 cm,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1763,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,plant details flowering,May to July,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1764,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,plant details habit,Annual forb,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1765,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,plant details feature,"Deer-resistant, drought-tolerant",Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1766,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,plant details companion plants,"Roemer's Fescue , Nodding Onion , Sea Blush , Small-flowered Blue-eyed Mary , Farewell-to-Spring",Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1767,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,seed details seeds packet,~132,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1768,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,seed details seeds gram,~529,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1769,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,seed details seeds square meter,600,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1770,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,seed details square meters gram,0.88,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1771,candidate_attributes.csv,PROV-SATIN,Slender tarweed,,,approved,add_species,seed details sowing time,Sow in fall or early spring for germination in the same season.,Pending review,https://satinflower.ca/products/madia-gracilis,,https://satinflower.ca/products/madia-gracilis,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1772,candidate_species.csv,PROV-SATIN,Slender-foot sedge,Carex leptopoda,,approved,add_species,,,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Draft species-level decision; export from the static app after expert review.,,,,,,
PA-DRAFT-1773,supplier_availability.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,,,Pending review,https://satinflower.ca/products/carex-leptopoda,available,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Draft supplier row; approve only with the species decision.,,,,,,
PA-DRAFT-1774,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,product title,Carex leptopoda (Slender-foot Sedge),Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1775,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,product type,plant,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1776,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,tags,"BLOOMTIME_Apr-Jun, BLOOMTIME_Jul-Sep, Dewey's, deweyana, FEATURE_deer-resistant, FEATURE_partially evergreen, FEATURE_winter foliage, FEATURE_winter interest, FORM_sedge, HABIT_perennial, HABIT_tufted, HABITAT_forest, HABITAT_riparian, HABITAT_woodland, HEIGHT_up to 0.5 m, LIGHT_part shade, LIGHT_shade, SEED SOWING TIME_fall, SOIL_mesic, SOIL_moist",Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1777,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,provider observation type,product_title,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1778,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,description,"Bright, lime-green foliage and the characteristic green flowers of this perennial, deciduous native sedge form distinctive tufts in moist woodland and shaded riparian habitats. All of our native sedges are deer-resistant and this sedge can help restore moist wooded areas and create lush plantings in a shaded garden.",Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1779,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,plant details habitat,"Forests, woodlands, and riparian areas",Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1780,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,plant details light,Part shade to shade,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1781,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,plant details moisture,Mesic to moist,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1782,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,plant details height,30 - 50 cm,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1783,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,plant details flowering,June to July,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1784,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,plant details habit,Tufted perennial sedge,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1785,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,plant details feature,Deer-resistant,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1786,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,plant details companion plants,"Hedge-nettle , Fringecup , Oval-leaved Mitrwewort , June Plum , Salmonberry , Black Twinberry , Pacific Ninebark , Henderson's Sedge, Vari-leaved Collomia , Siberian Miner's Lettuce",Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1787,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,seed details seeds packet,~200,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1788,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,seed details seeds gram,"~1,674",Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1789,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,seed details seeds square meter,1076,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1790,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,seed details square meters gram,1.6,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1791,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,seed details cost gram,$5.00 (when purchased in bulk; min $25),Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1792,candidate_attributes.csv,PROV-SATIN,Slender-foot sedge,,,approved,add_species,seed details sowing time,Sow in fall for spring germination. Cold stratification required.,Pending review,https://satinflower.ca/products/carex-leptopoda,,https://satinflower.ca/products/carex-leptopoda,,expert reviewer,2026-07-05,Attribute rows default to deferred pending row-level review.,,,,,,
PA-DRAFT-1793,candidate_species.csv,PROV-SATIN,Slimleaf onion,Allium amplectens,,approved,add_species,,,Pending review,https://satinflower.ca/products/allium-amplectens,,https://satinflower.ca/products/allium-amplectens,,expert reviewer,2026-07-05,Draft species-level decision; export from the static app after expert review.,,,,,,
