source_id,source_name,source_tier,p7_review_status,usable_for,rationale
SRC-0215,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0216,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0217,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0218,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0219,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0220,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0221,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0222,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0223,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0224,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0225,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0226,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0227,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0228,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0229,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0230,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0231,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0232,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0233,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0234,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0235,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0236,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0237,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0238,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0239,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0240,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0241,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0242,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0243,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0244,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0245,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0246,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0247,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0248,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0249,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0250,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0251,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0252,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0253,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0254,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0255,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0256,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0257,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0258,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0259,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0260,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0261,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0262,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0263,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0264,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0265,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0266,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0267,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0268,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0269,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0270,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0271,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0272,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0273,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0274,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0275,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0276,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0277,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0278,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0279,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0280,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0281,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0282,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0283,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0284,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0285,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0286,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0287,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0288,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0289,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0290,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0291,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0292,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0293,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0294,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0295,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0296,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0297,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0298,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0299,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0300,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0301,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0302,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0303,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0304,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0305,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0306,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0307,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0308,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0309,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0310,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0311,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0312,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0313,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0314,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0315,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0316,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0317,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0318,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0319,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0320,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0321,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0322,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0323,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0324,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0325,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0326,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0327,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0328,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0329,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0330,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0331,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0332,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0333,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0334,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0335,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0336,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0337,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0338,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0339,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0340,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0341,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0342,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0343,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0344,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0345,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0346,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0347,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0348,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0349,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0350,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0351,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0352,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0353,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0354,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0355,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0356,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0357,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0358,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0359,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0360,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0361,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0362,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0363,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0364,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0365,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0366,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0367,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0368,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0369,Northwest Meadowscapes,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0370,West Coast Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0371,West Coast Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0372,West Coast Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0373,West Coast Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0374,West Coast Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0375,West Coast Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0376,West Coast Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0377,West Coast Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0378,Premier Pacific Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0379,Premier Pacific Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0380,Premier Pacific Seeds,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0381,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0382,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0383,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0384,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0385,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0386,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0387,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0388,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0389,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0390,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0391,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0392,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0393,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0394,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0395,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0396,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0397,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0398,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0399,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0400,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0401,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0402,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0403,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0404,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0405,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0406,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0407,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0408,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0409,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0410,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0411,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0412,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0413,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0414,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0415,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0416,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0417,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0418,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0419,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0420,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0421,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0422,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0423,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0424,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0425,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0426,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0427,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0428,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0429,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0430,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0431,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0432,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0433,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
