Species ID,Botanical Name,Common Name,Family,Native Status,Life Cycle,Sun,Soil Moisture,Urban Toughness,reviewed_field_count,gap_count,score_readiness,Primary References,candidate_views,provider_data,supplier_count,supplier_statuses,mowability_score,provider_review_status,poc_caveat
BCNPPD-0365,Cosmos sulphureus,Sulphur Cosmos,,Pending review,,,,,0,5,not_ready,SRC-0370;SRC-0371,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0083,Cow parsnip,Heracleum maximum,,Pending review,,,,,0,5,not_ready,SRC-0065,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0179,Crataegus douglasii,Douglas Hawthorn,,Pending review,,,,,0,5,not_ready,SRC-0162,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0447,Crataegus mollis,Downy Hawthorn Native Fruit Tree 50+,,Pending review,,,,,0,5,not_ready,SRC-0404,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0084,Crinkle-awned fescue,Festuca subuliflora,,Pending review,,,,,0,5,not_ready,SRC-0066,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0085,Dagger-leaf rush,Juncus ensifolius,,Pending review,,,,,0,5,not_ready,SRC-0067,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0212,Dalea ornata,Blue Mountain Prairie Clover,,Pending review,,,,,0,5,not_ready,SRC-0200,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0253,Danthonia californica,California Oatgrass,,Pending review,,,,,0,5,not_ready,SRC-0250;SRC-0378,,yes,2,available;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0223,Danthonia spicata,Poverty Oatgrass,,Pending review,,,,,0,5,not_ready,SRC-0213,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0086,Death camas,Toxicoscordion venenosum,,Pending review,,,,,0,5,not_ready,SRC-0068,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0363,Delphinium consolida,Rocket Larkspur,,Pending review,,,,,0,5,not_ready,SRC-0370,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0087,Delphinium menziesii,Menzies' Larkspur,,Pending review,,,,,0,5,not_ready,SRC-0069;SRC-0182,,yes,2,available;unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0404,Deschampsia caespitosa,Tufted Hairgrass,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0331,Deschampsia cespitosa,Tufted Hairgrass,,Pending review,,,,,0,5,not_ready,SRC-0345;SRC-0378;SRC-0379,,yes,3,available;mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0405,Deschampsia elongata,Slender Hairgrass,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0366,Dianthus barbatus,Sweet William Pinks,,Pending review,,,,,0,5,not_ready,SRC-0370;SRC-0373,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0368,Dianthus chinensis,Chinese Pinks,,Pending review,,,,,0,5,not_ready,SRC-0373,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0370,Dianthus hybridus,Dianthus 'Rainbow Loveliness',,Pending review,,,,,0,5,not_ready,SRC-0373,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0394,Dianthus plumarius,Cottage Pinks,,Pending review,,,,,0,5,not_ready,SRC-0372,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0010,Dicentra formosa,Pacific Bleeding Heart,Papaveraceae,Native in coastal BC,Perennial,Part shade to shade,Mesic to moist,4,4,5,not_ready,SRC-0013;SRC-0004,Rain Garden;Shade,no,0,,,,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0213,Dichelostemma congesta,Ookow,,Pending review,,,,,0,5,not_ready,SRC-0203,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0292,Dichelostemma congestum,Ookow,,Pending review,,,,,0,5,not_ready,SRC-0294,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0382,Dimorphotheca sinuata,African Daisy,,Pending review,,,,,0,5,not_ready,SRC-0371,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0240,Dodecatheon pulchellum,Prairie Shooting Star,,Pending review,,,,,0,5,not_ready,SRC-0233,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0334,Downingia elegans,Elegant Calicoflower,,Pending review,,,,,0,5,not_ready,SRC-0348,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0206,Drymocallis arguta,Tall Cinquefoil,,Pending review,,,,,0,5,not_ready,SRC-0194,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0454,Echinacea angustifolia,"Narrow leaved Echinacea, Narrow leaved Purple Coneflower Native Perennial Flower 40+",,Pending review,,,,,0,5,not_ready,SRC-0413,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0476,Echinacea pallida,Echinacea,,Pending review,,,,,0,5,not_ready,SRC-0443,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0362,Echinacea purpurea,Purple Coneflower,,Pending review,,,,,0,5,not_ready,SRC-0370;SRC-0372;SRC-0400,,yes,3,available;mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0453,Echinocystis lobata,Wild Cucumber,,Pending review,,,,,0,5,not_ready,SRC-0412,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0459,Elaeagnus commutata,Wolf Willow,,Pending review,,,,,0,5,not_ready,SRC-0418,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0197,Eleocharis acicularis,Needle Spikerush,,Pending review,,,,,0,5,not_ready,SRC-0180,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0298,Eleocharis palustris,Creeping Spikerush,,Pending review,,,,,0,5,not_ready,SRC-0300,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0327,Elymus glaucus,Blue Wild Rye,,Pending review,,,,,0,5,not_ready,SRC-0339;SRC-0378,,yes,2,available;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0406,Elymus lanceolatus,Northern Wheatgrass/ Streambank Wheatgrass,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0407,Elymus trachycaulus,Slender Wheatgrass,,Pending review,,,,,0,5,not_ready,SRC-0378;SRC-0379,,yes,3,mix_component;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0088,Entire-leaved gumweed,Grindelia stricta,,Pending review,,,,,0,5,not_ready,SRC-0070,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0423,Epilobium angustifolium,Fireweed,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0328,Epilobium densiflorum,Spike Primrose,,Pending review,,,,,0,5,not_ready,SRC-0340,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0026,Erigeron philadelphicus,Philadelphia Fleabane,,Pending review,,,,,0,5,not_ready,SRC-0025,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0333,Erigeron speciosus,Showy Fleabane,,Pending review,,,,,0,5,not_ready,SRC-0347,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0089,Eriocoma lemmonii,Lemmon's Needle Grass,,Pending review,,,,,0,5,not_ready,SRC-0071,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0183,Eriogonum fasciculatum,California Buckwheat,,Pending review,,,,,0,5,not_ready,SRC-0166,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0012,Eriophyllum lanatum,Oregon Sunshine,Asteraceae,Native in SW BC/Garry oak systems,Perennial subshrub/forb,Full sun,Dry,5,4,5,not_ready,SRC-0015;SRC-0004;SRC-0352;SRC-0375;SRC-0378;SRC-0380;SRC-0379,Boulevard;Dry Sun,yes,5,available;mix_component;unavailable,,pending_review,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0299,Erythranthe guttata,Yellow Monkeyflower,,Pending review,,,,,0,5,not_ready,SRC-0302,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0185,Erythronium multiscapideum,Sierra Fawn Lily,,Pending review,,,,,0,5,not_ready,SRC-0168,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0277,Erythronium oregonum,Giant White Fawn Lily,,Pending review,,,,,0,5,not_ready,SRC-0277,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0385,Eschscholzia californica,California Poppy,,Pending review,,,,,0,5,not_ready,SRC-0371;SRC-0372,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0238,Eschscholzia califronica var maritima,Coastal Poppy Large Pack,,Pending review,,,,,0,5,not_ready,SRC-0231,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0258,Festuca ammobia,Sand Fescue,,Pending review,,,,,0,5,not_ready,SRC-0255,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0398,Festuca arundinacea,Tall Fescue,,Pending review,,,,,0,5,not_ready,SRC-0377,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0409,Festuca idahoensis,Idaho Fescue,,Pending review,,,,,0,5,not_ready,SRC-0378;SRC-0379,,yes,3,mix_component;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0408,Festuca idahoensis roemeri,Roemer's Fescue,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0342,Festuca idahoensis ssp romeri,Roemer's Fescue,,Pending review,,,,,0,5,not_ready,SRC-0361,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0248,Festuca microstachys,Three Week Fescue,,Pending review,,,,,0,5,not_ready,SRC-0245,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0257,Festuca occidentalis,Western Fescue,,Pending review,,,,,0,5,not_ready,SRC-0254;SRC-0378,,yes,2,available;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0090,Festuca roemeri,Roemer's Fescue,,Pending review,,,,,0,5,not_ready,SRC-0072,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0054,Festuca rubra,red fescue,,Pending review,,,,,0,5,not_ready,SRC-0036;SRC-0310;SRC-0378;SRC-0379,,yes,3,available;mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0410,Festuca rubra ssp pruinosa,Native Red Fescue,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0411,Festuca saximontana,Rocky Mountain Fescue,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0412,Festuca scabrella,Rough Fescue,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0091,Few-flowered shootingstar,Primula pauciflora var. pauciflora,,Pending review,,,,,0,5,not_ready,SRC-0073,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0252,Fiber and food,‘Linore’ Flax,,Pending review,,,,,0,5,not_ready,SRC-0249,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0092,Field chickweed,Cerastium arvense,,Pending review,,,,,0,5,not_ready,SRC-0074,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0235,For all scythes,Course Grit Blaumarke Whetstone,,Pending review,,,,,0,5,not_ready,SRC-0227;SRC-0228,,yes,2,available;unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0255,For fine sharpening,"Fine Grit Natural ""Fux"" Austrian Whetstone",,Pending review,,,,,0,5,not_ready,SRC-0252,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0278,For the inland west,Native Pollinator Meadow,,Pending review,,,,,0,5,not_ready,SRC-0278,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0312,For west of the cascades,Native Pollinator Meadow,,Pending review,,,,,0,5,not_ready,SRC-0319,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0027,Fragaria chiloensis,Coastal Strawberry,,Pending review,,,,,0,5,not_ready,SRC-0025,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0050,Fragaria vesca,wood strawberry,,Pending review,,,,,0,5,not_ready,SRC-0025;SRC-0032;SRC-0397,,yes,1,unavailable,,pending_review,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0002,Fragaria virginiana,Wild Strawberry,Rosaceae,Native in BC,Perennial,Full sun to part shade,Dry to mesic,5,4,5,not_ready,SRC-0003;SRC-0004,Boulevard;Dry Sun;Shade,no,0,,,,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0443,Fraxinus pennsylvanica,Green Ash,,Pending review,,,,,0,5,not_ready,SRC-0398,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0309,Fritillaria affinis,Checker Lily,,Pending review,,,,,0,5,not_ready,SRC-0316,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0208,Fritillaria camschatcensis,Kamchatka Lily,,Pending review,,,,,0,5,not_ready,SRC-0196,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0214,Frittilaria affinis,Checker Lily,,Pending review,,,,,0,5,not_ready,SRC-0204,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0279,Gaillardia aristata,Blanket Flower,,Pending review,,,,,0,5,not_ready,SRC-0279;SRC-0370;SRC-0371;SRC-0372;SRC-0378;SRC-0380;SRC-0379;SRC-0427,,yes,9,available;mix_component;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0388,Gaillardia pulchella,Indian Blanket,,Pending review,,,,,0,5,not_ready,SRC-0371;SRC-0372,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0028,Gaultheria shallon,Salal,,Pending review,,,,,0,5,not_ready,SRC-0025,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0290,Gentiana sceptrum,King Scepter Gentian,,Pending review,,,,,0,5,not_ready,SRC-0292,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0187,Geranium oreganum,Oregon Geranium,,Pending review,,,,,0,5,not_ready,SRC-0170,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0203,Geranium viscosissimum,Sticky Purple Geranium,,Pending review,,,,,0,5,not_ready,SRC-0189;SRC-0372,,yes,2,available;mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0029,Geum macrophyllum,Large-leaved Avens,,Pending review,,,,,0,5,not_ready,SRC-0025;SRC-0378;SRC-0380;SRC-0379,,yes,3,mix_component,,pending_review,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0170,Geum triflorum,Prairie Smoke,,Pending review,,,,,0,5,not_ready,SRC-0153;SRC-0428,,yes,2,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0336,Gilia capitata,Globe Gilia,,Pending review,,,,,0,5,not_ready,SRC-0353,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0441,Glycyrrhiza lepidota,Wild Licorice,,Pending review,,,,,0,5,not_ready,SRC-0395,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0175,Golden honey plant,Wingstem,,Pending review,,,,,0,5,not_ready,SRC-0158,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0093,Golden sedge,Carex aurea,,Pending review,,,,,0,5,not_ready,SRC-0075,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0094,Graceful cinquefoil,Potentilla gracilis var. gracilis,,Pending review,,,,,0,5,not_ready,SRC-0076,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0095,Great camas,Camassia leichtlinii ssp. suksdorfii,,Pending review,,,,,0,5,not_ready,SRC-0077,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0096,Green-sheathed sedge,Carex feta,,Pending review,,,,,0,5,not_ready,SRC-0078,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0344,Grindelia integrifolia,Puget Gumweed,,Pending review,,,,,0,5,not_ready,SRC-0363,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0030,Grindelia stricta,Oregon gumweed,,Pending review,,,,,0,5,not_ready,SRC-0025;SRC-0029;SRC-0187;SRC-0378,,yes,2,available;unknown,,pending_review,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0351,Gypsophila elegans,Annual Baby's Breath,,Pending review,,,,,0,5,not_ready,SRC-0370;SRC-0371,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0097,Hairy gumweed,Grindelia hirsutula,,Pending review,,,,,0,5,not_ready,SRC-0079,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0098,Hare sedge,Carex ovalis,,Pending review,,,,,0,5,not_ready,SRC-0080,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0099,Harvest brodiaea,Brodiaea coronaria,,Pending review,,,,,0,5,not_ready,SRC-0081,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0428,Hedysarum boreale,Northern Sweetvetch,,Pending review,,,,,0,5,not_ready,SRC-0378;SRC-0380;SRC-0379,,yes,3,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0314,Helenium autumnale,Sneezeweed,,Pending review,,,,,0,5,not_ready,SRC-0322;SRC-0376,,yes,2,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0467,Helianthus maximiliani,Maximilian Sunflower,,Pending review,,,,,0,5,not_ready,SRC-0432,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0482,Helianthus tuberosus,Jerusalem Artichoke,,Pending review,,,,,0,5,not_ready,SRC-0449,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0325,Heracleum maximum,Cow Parsnip,,Pending review,,,,,0,5,not_ready,SRC-0336,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0244,Heterotheca villosa,Golden Aster,,Pending review,,,,,0,5,not_ready,SRC-0238,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0209,Heuchera cylindrica,Roundleaf Alumroot,,Pending review,,,,,0,5,not_ready,SRC-0197,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0031,Holodiscus discolor,Ocean Spray,,Pending review,,,,,0,5,not_ready,SRC-0025,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0317,Hordeum brachyantherum,Meadow Barley,,Pending review,,,,,0,5,not_ready,SRC-0327;SRC-0378;SRC-0379,,yes,4,mix_component;unavailable;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0245,Hosackia crassifolia,Big Deervetch,,Pending review,,,,,0,5,not_ready,SRC-0239,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0232,Hosackia pinnata,Bog Bird’s Foot Trefoil,,Pending review,,,,,0,5,not_ready,SRC-0224,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0439,Humulus lupulus,Hops,,Pending review,,,,,0,5,not_ready,SRC-0392;SRC-0393,,yes,2,available;unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0100,Hypericum scouleri,Western St. John's-wort,,Pending review,,,,,0,5,not_ready,SRC-0082,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0450,Ilex verticillata,Winterberry Perennial Ornamental Shrub 50+,,Pending review,,,,,0,5,not_ready,SRC-0409,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0273,In the pod,Dogbane Hemp,,Pending review,,,,,0,5,not_ready,SRC-0271,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0101,Inflated sedge,Carex exsiccata,,Pending review,,,,,0,5,not_ready,SRC-0083,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0169,Inula helenium,Elecampane,,Pending review,,,,,0,5,not_ready,SRC-0152,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0313,Iris missouriensis,Wild Blue Iris,,Pending review,,,,,0,5,not_ready,SRC-0321;SRC-0422,,yes,2,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0321,Iris tenax,Oregon Iris,,Pending review,,,,,0,5,not_ready,SRC-0332,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0102,Jointed rush,Juncus articulatus,,Pending review,,,,,0,5,not_ready,SRC-0084,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0103,Juncus bolanderi,Bolander's Rush,,Pending review,,,,,0,5,not_ready,SRC-0085,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0302,Juncus bufonius,Toad Rush,,Pending review,,,,,0,5,not_ready,SRC-0307,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0237,Juncus ensifoliius,Daggerleaf Rush,,Pending review,,,,,0,5,not_ready,SRC-0230,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0249,Juncus tenuis,Path Rush,,Pending review,,,,,0,5,not_ready,SRC-0246,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0464,Juniperus communis,Common Juniper Zone 2 20+,,Pending review,,,,,0,5,not_ready,SRC-0424,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0485,Juniperus virginiana,Eastern Red Cedar Tree,,Pending review,,,,,0,5,not_ready,SRC-0452,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0413,Koeleria cristata,Prairie Junegrass,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0104,Koeleria macrantha,Junegrass,,Pending review,,,,,0,5,not_ready,SRC-0086;SRC-0291;SRC-0378;SRC-0379,,yes,4,available;mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
