use_case,species_id,botanical_name,common_name,candidate_status,candidate_reason,evidence_caveat,gap_count,score_readiness
pollinator_support,BCNPPD-0016,Clinopodium douglasii,Yerba Buena,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0079,Clustered tarweed,Madia glomerata,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0080,Coastal mugwort,Artemisia suksdorfii,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0024,Collinsia grandiflora,large-flowered blue-eyed Mary,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
boulevard,BCNPPD-0015,Collinsia parviflora,Small-flowered Blue-eyed Mary,candidate,Candidate because urban toughness is at least 4 and sun exposure includes sun.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
dry_sun,BCNPPD-0015,Collinsia parviflora,Small-flowered Blue-eyed Mary,candidate,Candidate because sun exposure includes sun and soil moisture includes dry.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
shade,BCNPPD-0015,Collinsia parviflora,Small-flowered Blue-eyed Mary,candidate,Candidate because sun exposure includes shade.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0015,Collinsia parviflora,Small-flowered Blue-eyed Mary,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0341,Collomia grandiflora,Large Flowered Collomia,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0081,Columbia brome,Bromus vulgaris,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0082,Common camas,Camassia quamash ssp. maxima,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0358,Coreopsis lanceolata,Lance-Leaved Coreopsis,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0282,Coreopsis tinctoria,Plains Coreopsis,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0461,Cornus alternifolia,Pagoda Dogwood Native Tree Zone 3 20+,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0025,Cornus sericea,Red Osier Dogwood,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0473,Corylus americana,Wild American Hazelnut,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0354,Cosmos bipinnatus,Cosmos,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0365,Cosmos sulphureus,Sulphur Cosmos,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0083,Cow parsnip,Heracleum maximum,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0179,Crataegus douglasii,Douglas Hawthorn,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0447,Crataegus mollis,Downy Hawthorn Native Fruit Tree 50+,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0084,Crinkle-awned fescue,Festuca subuliflora,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0085,Dagger-leaf rush,Juncus ensifolius,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0212,Dalea ornata,Blue Mountain Prairie Clover,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0253,Danthonia californica,California Oatgrass,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0223,Danthonia spicata,Poverty Oatgrass,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0086,Death camas,Toxicoscordion venenosum,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0363,Delphinium consolida,Rocket Larkspur,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0087,Delphinium menziesii,Menzies' Larkspur,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0404,Deschampsia caespitosa,Tufted Hairgrass,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0331,Deschampsia cespitosa,Tufted Hairgrass,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0405,Deschampsia elongata,Slender Hairgrass,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0366,Dianthus barbatus,Sweet William Pinks,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0368,Dianthus chinensis,Chinese Pinks,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0370,Dianthus hybridus,Dianthus 'Rainbow Loveliness',review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0394,Dianthus plumarius,Cottage Pinks,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
rain_garden,BCNPPD-0010,Dicentra formosa,Pacific Bleeding Heart,candidate,"Candidate because soil moisture text includes moist, wet, or seasonal wetness.",Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
shade,BCNPPD-0010,Dicentra formosa,Pacific Bleeding Heart,candidate,Candidate because sun exposure includes shade.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0010,Dicentra formosa,Pacific Bleeding Heart,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0213,Dichelostemma congesta,Ookow,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0292,Dichelostemma congestum,Ookow,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0382,Dimorphotheca sinuata,African Daisy,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0240,Dodecatheon pulchellum,Prairie Shooting Star,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0334,Downingia elegans,Elegant Calicoflower,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0206,Drymocallis arguta,Tall Cinquefoil,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0454,Echinacea angustifolia,"Narrow leaved Echinacea, Narrow leaved Purple Coneflower Native Perennial Flower 40+",review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0476,Echinacea pallida,Echinacea,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0362,Echinacea purpurea,Purple Coneflower,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0453,Echinocystis lobata,Wild Cucumber,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0459,Elaeagnus commutata,Wolf Willow,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0197,Eleocharis acicularis,Needle Spikerush,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0298,Eleocharis palustris,Creeping Spikerush,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0327,Elymus glaucus,Blue Wild Rye,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0406,Elymus lanceolatus,Northern Wheatgrass/ Streambank Wheatgrass,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0407,Elymus trachycaulus,Slender Wheatgrass,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0088,Entire-leaved gumweed,Grindelia stricta,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0423,Epilobium angustifolium,Fireweed,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0328,Epilobium densiflorum,Spike Primrose,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0026,Erigeron philadelphicus,Philadelphia Fleabane,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0333,Erigeron speciosus,Showy Fleabane,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0089,Eriocoma lemmonii,Lemmon's Needle Grass,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0183,Eriogonum fasciculatum,California Buckwheat,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
boulevard,BCNPPD-0012,Eriophyllum lanatum,Oregon Sunshine,candidate,Candidate because urban toughness is at least 4 and sun exposure includes sun.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
dry_sun,BCNPPD-0012,Eriophyllum lanatum,Oregon Sunshine,candidate,Candidate because sun exposure includes sun and soil moisture includes dry.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0012,Eriophyllum lanatum,Oregon Sunshine,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0299,Erythranthe guttata,Yellow Monkeyflower,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0185,Erythronium multiscapideum,Sierra Fawn Lily,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0277,Erythronium oregonum,Giant White Fawn Lily,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0385,Eschscholzia californica,California Poppy,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0238,Eschscholzia califronica var maritima,Coastal Poppy Large Pack,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0258,Festuca ammobia,Sand Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0398,Festuca arundinacea,Tall Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0409,Festuca idahoensis,Idaho Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0408,Festuca idahoensis roemeri,Roemer's Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0342,Festuca idahoensis ssp romeri,Roemer's Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0248,Festuca microstachys,Three Week Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0257,Festuca occidentalis,Western Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0090,Festuca roemeri,Roemer's Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0054,Festuca rubra,red fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0410,Festuca rubra ssp pruinosa,Native Red Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0411,Festuca saximontana,Rocky Mountain Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0412,Festuca scabrella,Rough Fescue,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0091,Few-flowered shootingstar,Primula pauciflora var. pauciflora,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0252,Fiber and food,‘Linore’ Flax,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0092,Field chickweed,Cerastium arvense,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0235,For all scythes,Course Grit Blaumarke Whetstone,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0255,For fine sharpening,"Fine Grit Natural ""Fux"" Austrian Whetstone",review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0278,For the inland west,Native Pollinator Meadow,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0312,For west of the cascades,Native Pollinator Meadow,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0027,Fragaria chiloensis,Coastal Strawberry,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0050,Fragaria vesca,wood strawberry,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
boulevard,BCNPPD-0002,Fragaria virginiana,Wild Strawberry,candidate,Candidate because urban toughness is at least 4 and sun exposure includes sun.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
dry_sun,BCNPPD-0002,Fragaria virginiana,Wild Strawberry,candidate,Candidate because sun exposure includes sun and soil moisture includes dry.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
shade,BCNPPD-0002,Fragaria virginiana,Wild Strawberry,candidate,Candidate because sun exposure includes shade.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0002,Fragaria virginiana,Wild Strawberry,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0443,Fraxinus pennsylvanica,Green Ash,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0309,Fritillaria affinis,Checker Lily,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0208,Fritillaria camschatcensis,Kamchatka Lily,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0214,Frittilaria affinis,Checker Lily,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0279,Gaillardia aristata,Blanket Flower,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0388,Gaillardia pulchella,Indian Blanket,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0028,Gaultheria shallon,Salal,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0290,Gentiana sceptrum,King Scepter Gentian,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0187,Geranium oreganum,Oregon Geranium,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0203,Geranium viscosissimum,Sticky Purple Geranium,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0029,Geum macrophyllum,Large-leaved Avens,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0170,Geum triflorum,Prairie Smoke,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0336,Gilia capitata,Globe Gilia,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0441,Glycyrrhiza lepidota,Wild Licorice,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0175,Golden honey plant,Wingstem,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0093,Golden sedge,Carex aurea,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0094,Graceful cinquefoil,Potentilla gracilis var. gracilis,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0095,Great camas,Camassia leichtlinii ssp. suksdorfii,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0096,Green-sheathed sedge,Carex feta,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0344,Grindelia integrifolia,Puget Gumweed,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0030,Grindelia stricta,Oregon gumweed,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0351,Gypsophila elegans,Annual Baby's Breath,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0097,Hairy gumweed,Grindelia hirsutula,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0098,Hare sedge,Carex ovalis,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
pollinator_support,BCNPPD-0099,Harvest brodiaea,Brodiaea coronaria,review_queue,Native PoC species should receive pollinator evidence review; this is not a PSI score.,Candidate view uses P6/P7 display fields; field-level use-case evidence remains in the P7 gap report.,5,not_ready
