Species ID,Legacy ID,Botanical Name,Common Name,Family,Native Status,Plant Type,Life Cycle,Sun,Soil Moisture,Urban Toughness,Evidence Level,Primary References,record_status,evidence_status,poc_caveat
BCNPPD-0282,CDF-0282,Coreopsis tinctoria,Plains Coreopsis,,Pending review,,,,,,Pending review,SRC-0282;SRC-0370;SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0461,CDF-0461,Cornus alternifolia,Pagoda Dogwood Native Tree Zone 3 20+,,Pending review,,,,,,Pending review,SRC-0420,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0025,CDF-0025,Cornus sericea,Red Osier Dogwood,,Pending review,,,,,,Pending review,SRC-0025;SRC-0408,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0473,CDF-0473,Corylus americana,Wild American Hazelnut,,Pending review,,,,,,Pending review,SRC-0440,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0354,CDF-0354,Cosmos bipinnatus,Cosmos,,Pending review,,,,,,Pending review,SRC-0370,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0365,CDF-0365,Cosmos sulphureus,Sulphur Cosmos,,Pending review,,,,,,Pending review,SRC-0370;SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0083,CDF-0083,Cow parsnip,Heracleum maximum,,Pending review,,,,,,Pending review,SRC-0065,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0179,CDF-0179,Crataegus douglasii,Douglas Hawthorn,,Pending review,,,,,,Pending review,SRC-0162,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0447,CDF-0447,Crataegus mollis,Downy Hawthorn Native Fruit Tree 50+,,Pending review,,,,,,Pending review,SRC-0404,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0084,CDF-0084,Crinkle-awned fescue,Festuca subuliflora,,Pending review,,,,,,Pending review,SRC-0066,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0085,CDF-0085,Dagger-leaf rush,Juncus ensifolius,,Pending review,,,,,,Pending review,SRC-0067,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0212,CDF-0212,Dalea ornata,Blue Mountain Prairie Clover,,Pending review,,,,,,Pending review,SRC-0200,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0253,CDF-0253,Danthonia californica,California Oatgrass,,Pending review,,,,,,Pending review,SRC-0250;SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0223,CDF-0223,Danthonia spicata,Poverty Oatgrass,,Pending review,,,,,,Pending review,SRC-0213,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0086,CDF-0086,Death camas,Toxicoscordion venenosum,,Pending review,,,,,,Pending review,SRC-0068,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0363,CDF-0363,Delphinium consolida,Rocket Larkspur,,Pending review,,,,,,Pending review,SRC-0370,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0087,CDF-0087,Delphinium menziesii,Menzies' Larkspur,,Pending review,,,,,,Pending review,SRC-0069;SRC-0182,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0404,CDF-0404,Deschampsia caespitosa,Tufted Hairgrass,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0331,CDF-0331,Deschampsia cespitosa,Tufted Hairgrass,,Pending review,,,,,,Pending review,SRC-0345;SRC-0378;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0405,CDF-0405,Deschampsia elongata,Slender Hairgrass,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0366,CDF-0366,Dianthus barbatus,Sweet William Pinks,,Pending review,,,,,,Pending review,SRC-0370;SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0368,CDF-0368,Dianthus chinensis,Chinese Pinks,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0370,CDF-0370,Dianthus hybridus,Dianthus 'Rainbow Loveliness',,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0394,CDF-0394,Dianthus plumarius,Cottage Pinks,,Pending review,,,,,,Pending review,SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0010,CDF-0010,Dicentra formosa,Pacific Bleeding Heart,Papaveraceae,Native in coastal BC,,Perennial,Part shade to shade,Mesic to moist,4,C,SRC-0013;SRC-0004,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0213,CDF-0213,Dichelostemma congesta,Ookow,,Pending review,,,,,,Pending review,SRC-0203,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0292,CDF-0292,Dichelostemma congestum,Ookow,,Pending review,,,,,,Pending review,SRC-0294,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0382,CDF-0382,Dimorphotheca sinuata,African Daisy,,Pending review,,,,,,Pending review,SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0240,CDF-0240,Dodecatheon pulchellum,Prairie Shooting Star,,Pending review,,,,,,Pending review,SRC-0233,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0334,CDF-0334,Downingia elegans,Elegant Calicoflower,,Pending review,,,,,,Pending review,SRC-0348,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0206,CDF-0206,Drymocallis arguta,Tall Cinquefoil,,Pending review,,,,,,Pending review,SRC-0194,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0454,CDF-0454,Echinacea angustifolia,"Narrow leaved Echinacea, Narrow leaved Purple Coneflower Native Perennial Flower 40+",,Pending review,,,,,,Pending review,SRC-0413,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0476,CDF-0476,Echinacea pallida,Echinacea,,Pending review,,,,,,Pending review,SRC-0443,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0362,CDF-0362,Echinacea purpurea,Purple Coneflower,,Pending review,,,,,,Pending review,SRC-0370;SRC-0372;SRC-0400,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0453,CDF-0453,Echinocystis lobata,Wild Cucumber,,Pending review,,,,,,Pending review,SRC-0412,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0459,CDF-0459,Elaeagnus commutata,Wolf Willow,,Pending review,,,,,,Pending review,SRC-0418,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0197,CDF-0197,Eleocharis acicularis,Needle Spikerush,,Pending review,,,,,,Pending review,SRC-0180,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0298,CDF-0298,Eleocharis palustris,Creeping Spikerush,,Pending review,,,,,,Pending review,SRC-0300,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0327,CDF-0327,Elymus glaucus,Blue Wild Rye,,Pending review,,,,,,Pending review,SRC-0339;SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0406,CDF-0406,Elymus lanceolatus,Northern Wheatgrass/ Streambank Wheatgrass,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0407,CDF-0407,Elymus trachycaulus,Slender Wheatgrass,,Pending review,,,,,,Pending review,SRC-0378;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0088,CDF-0088,Entire-leaved gumweed,Grindelia stricta,,Pending review,,,,,,Pending review,SRC-0070,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0423,CDF-0423,Epilobium angustifolium,Fireweed,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0328,CDF-0328,Epilobium densiflorum,Spike Primrose,,Pending review,,,,,,Pending review,SRC-0340,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0026,CDF-0026,Erigeron philadelphicus,Philadelphia Fleabane,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0333,CDF-0333,Erigeron speciosus,Showy Fleabane,,Pending review,,,,,,Pending review,SRC-0347,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0089,CDF-0089,Eriocoma lemmonii,Lemmon's Needle Grass,,Pending review,,,,,,Pending review,SRC-0071,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0183,CDF-0183,Eriogonum fasciculatum,California Buckwheat,,Pending review,,,,,,Pending review,SRC-0166,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0012,CDF-0012,Eriophyllum lanatum,Oregon Sunshine,Asteraceae,Native in SW BC/Garry oak systems,,Perennial subshrub/forb,Full sun,Dry,5,C,SRC-0015;SRC-0004;SRC-0352;SRC-0375;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0299,CDF-0299,Erythranthe guttata,Yellow Monkeyflower,,Pending review,,,,,,Pending review,SRC-0302,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0185,CDF-0185,Erythronium multiscapideum,Sierra Fawn Lily,,Pending review,,,,,,Pending review,SRC-0168,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0277,CDF-0277,Erythronium oregonum,Giant White Fawn Lily,,Pending review,,,,,,Pending review,SRC-0277,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0385,CDF-0385,Eschscholzia californica,California Poppy,,Pending review,,,,,,Pending review,SRC-0371;SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0238,CDF-0238,Eschscholzia califronica var maritima,Coastal Poppy Large Pack,,Pending review,,,,,,Pending review,SRC-0231,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0258,CDF-0258,Festuca ammobia,Sand Fescue,,Pending review,,,,,,Pending review,SRC-0255,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0398,CDF-0398,Festuca arundinacea,Tall Fescue,,Pending review,,,,,,Pending review,SRC-0377,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0409,CDF-0409,Festuca idahoensis,Idaho Fescue,,Pending review,,,,,,Pending review,SRC-0378;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0408,CDF-0408,Festuca idahoensis roemeri,Roemer's Fescue,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0342,CDF-0342,Festuca idahoensis ssp romeri,Roemer's Fescue,,Pending review,,,,,,Pending review,SRC-0361,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0248,CDF-0248,Festuca microstachys,Three Week Fescue,,Pending review,,,,,,Pending review,SRC-0245,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0257,CDF-0257,Festuca occidentalis,Western Fescue,,Pending review,,,,,,Pending review,SRC-0254;SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0090,CDF-0090,Festuca roemeri,Roemer's Fescue,,Pending review,,,,,,Pending review,SRC-0072,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0054,CDF-0054,Festuca rubra,red fescue,,Pending review,,,,,,Pending review,SRC-0036;SRC-0310;SRC-0378;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0410,CDF-0410,Festuca rubra ssp pruinosa,Native Red Fescue,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0411,CDF-0411,Festuca saximontana,Rocky Mountain Fescue,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0412,CDF-0412,Festuca scabrella,Rough Fescue,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0091,CDF-0091,Few-flowered shootingstar,Primula pauciflora var. pauciflora,,Pending review,,,,,,Pending review,SRC-0073,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0252,CDF-0252,Fiber and food,‘Linore’ Flax,,Pending review,,,,,,Pending review,SRC-0249,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0092,CDF-0092,Field chickweed,Cerastium arvense,,Pending review,,,,,,Pending review,SRC-0074,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0235,CDF-0235,For all scythes,Course Grit Blaumarke Whetstone,,Pending review,,,,,,Pending review,SRC-0227;SRC-0228,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0255,CDF-0255,For fine sharpening,"Fine Grit Natural ""Fux"" Austrian Whetstone",,Pending review,,,,,,Pending review,SRC-0252,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0278,CDF-0278,For the inland west,Native Pollinator Meadow,,Pending review,,,,,,Pending review,SRC-0278,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0312,CDF-0312,For west of the cascades,Native Pollinator Meadow,,Pending review,,,,,,Pending review,SRC-0319,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0027,CDF-0027,Fragaria chiloensis,Coastal Strawberry,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0050,CDF-0050,Fragaria vesca,wood strawberry,,Pending review,,,,,,Pending review,SRC-0025;SRC-0032;SRC-0397,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0002,CDF-0002,Fragaria virginiana,Wild Strawberry,Rosaceae,Native in BC,,Perennial,Full sun to part shade,Dry to mesic,5,C,SRC-0003;SRC-0004,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0443,CDF-0443,Fraxinus pennsylvanica,Green Ash,,Pending review,,,,,,Pending review,SRC-0398,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0309,CDF-0309,Fritillaria affinis,Checker Lily,,Pending review,,,,,,Pending review,SRC-0316,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0208,CDF-0208,Fritillaria camschatcensis,Kamchatka Lily,,Pending review,,,,,,Pending review,SRC-0196,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0214,CDF-0214,Frittilaria affinis,Checker Lily,,Pending review,,,,,,Pending review,SRC-0204,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0279,CDF-0279,Gaillardia aristata,Blanket Flower,,Pending review,,,,,,Pending review,SRC-0279;SRC-0370;SRC-0371;SRC-0372;SRC-0378;SRC-0380;SRC-0379;SRC-0427,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0388,CDF-0388,Gaillardia pulchella,Indian Blanket,,Pending review,,,,,,Pending review,SRC-0371;SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0028,CDF-0028,Gaultheria shallon,Salal,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0290,CDF-0290,Gentiana sceptrum,King Scepter Gentian,,Pending review,,,,,,Pending review,SRC-0292,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0187,CDF-0187,Geranium oreganum,Oregon Geranium,,Pending review,,,,,,Pending review,SRC-0170,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0203,CDF-0203,Geranium viscosissimum,Sticky Purple Geranium,,Pending review,,,,,,Pending review,SRC-0189;SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0029,CDF-0029,Geum macrophyllum,Large-leaved Avens,,Pending review,,,,,,Pending review,SRC-0025;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0170,CDF-0170,Geum triflorum,Prairie Smoke,,Pending review,,,,,,Pending review,SRC-0153;SRC-0428,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0336,CDF-0336,Gilia capitata,Globe Gilia,,Pending review,,,,,,Pending review,SRC-0353,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0441,CDF-0441,Glycyrrhiza lepidota,Wild Licorice,,Pending review,,,,,,Pending review,SRC-0395,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0175,CDF-0175,Golden honey plant,Wingstem,,Pending review,,,,,,Pending review,SRC-0158,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0093,CDF-0093,Golden sedge,Carex aurea,,Pending review,,,,,,Pending review,SRC-0075,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0094,CDF-0094,Graceful cinquefoil,Potentilla gracilis var. gracilis,,Pending review,,,,,,Pending review,SRC-0076,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0095,CDF-0095,Great camas,Camassia leichtlinii ssp. suksdorfii,,Pending review,,,,,,Pending review,SRC-0077,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0096,CDF-0096,Green-sheathed sedge,Carex feta,,Pending review,,,,,,Pending review,SRC-0078,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0344,CDF-0344,Grindelia integrifolia,Puget Gumweed,,Pending review,,,,,,Pending review,SRC-0363,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0030,CDF-0030,Grindelia stricta,Oregon gumweed,,Pending review,,,,,,Pending review,SRC-0025;SRC-0029;SRC-0187;SRC-0378,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0351,CDF-0351,Gypsophila elegans,Annual Baby's Breath,,Pending review,,,,,,Pending review,SRC-0370;SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0097,CDF-0097,Hairy gumweed,Grindelia hirsutula,,Pending review,,,,,,Pending review,SRC-0079,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0098,CDF-0098,Hare sedge,Carex ovalis,,Pending review,,,,,,Pending review,SRC-0080,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0099,CDF-0099,Harvest brodiaea,Brodiaea coronaria,,Pending review,,,,,,Pending review,SRC-0081,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0428,CDF-0428,Hedysarum boreale,Northern Sweetvetch,,Pending review,,,,,,Pending review,SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0314,CDF-0314,Helenium autumnale,Sneezeweed,,Pending review,,,,,,Pending review,SRC-0322;SRC-0376,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0467,CDF-0467,Helianthus maximiliani,Maximilian Sunflower,,Pending review,,,,,,Pending review,SRC-0432,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0482,CDF-0482,Helianthus tuberosus,Jerusalem Artichoke,,Pending review,,,,,,Pending review,SRC-0449,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0325,CDF-0325,Heracleum maximum,Cow Parsnip,,Pending review,,,,,,Pending review,SRC-0336,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0244,CDF-0244,Heterotheca villosa,Golden Aster,,Pending review,,,,,,Pending review,SRC-0238,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0209,CDF-0209,Heuchera cylindrica,Roundleaf Alumroot,,Pending review,,,,,,Pending review,SRC-0197,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0031,CDF-0031,Holodiscus discolor,Ocean Spray,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0317,CDF-0317,Hordeum brachyantherum,Meadow Barley,,Pending review,,,,,,Pending review,SRC-0327;SRC-0378;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0245,CDF-0245,Hosackia crassifolia,Big Deervetch,,Pending review,,,,,,Pending review,SRC-0239,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0232,CDF-0232,Hosackia pinnata,Bog Bird’s Foot Trefoil,,Pending review,,,,,,Pending review,SRC-0224,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0439,CDF-0439,Humulus lupulus,Hops,,Pending review,,,,,,Pending review,SRC-0392;SRC-0393,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0100,CDF-0100,Hypericum scouleri,Western St. John's-wort,,Pending review,,,,,,Pending review,SRC-0082,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0450,CDF-0450,Ilex verticillata,Winterberry Perennial Ornamental Shrub 50+,,Pending review,,,,,,Pending review,SRC-0409,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0273,CDF-0273,In the pod,Dogbane Hemp,,Pending review,,,,,,Pending review,SRC-0271,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0101,CDF-0101,Inflated sedge,Carex exsiccata,,Pending review,,,,,,Pending review,SRC-0083,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0169,CDF-0169,Inula helenium,Elecampane,,Pending review,,,,,,Pending review,SRC-0152,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
